sid,sub,pid,pred,oid,obj,class,score,time,softmaxscore
392035.0,dbr:Al_Attles,599,dbo:team,2115741.0,dbr:Golden_State_Warriors,1,0.0,0.09807014465332031,0.25
392035.0,dbr:Al_Attles,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,0.0,0.0006060600280761719,0.25
392035.0,dbr:Al_Attles,599,dbo:team,917821.0,dbr:Boston_Celtics,0,0.0,0.0006639957427978516,0.25
392035.0,dbr:Al_Attles,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.0,0.0006279945373535156,0.25
482030.0,dbr:Allen_Leavell,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,0.00202020202020202,0.000682830810546875,0.25037897915350943
482030.0,dbr:Allen_Leavell,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,0.0,0.0006921291351318359,0.24987367361549687
482030.0,dbr:Allen_Leavell,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.0,0.0006248950958251953,0.24987367361549687
482030.0,dbr:Allen_Leavell,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.0,0.0004999637603759766,0.24987367361549687
494082.0,dbr:Alvan_Adams,599,dbo:team,4119746.0,dbr:Phoenix_Suns,1,0.0020161290322580645,0.0004980564117431641,0.25037821469784344
494082.0,dbr:Alvan_Adams,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,0.0,0.0004220008850097656,0.2498739284340522
494082.0,dbr:Alvan_Adams,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.0,0.00047397613525390625,0.2498739284340522
494082.0,dbr:Alvan_Adams,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.0,0.0004990100860595703,0.2498739284340522
846737.0,dbr:Bill_Bradley,599,dbo:team,3782014.0,dbr:New_York_Knicks,1,0.0,0.0006659030914306641,0.25
846737.0,dbr:Bill_Bradley,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,0.0,0.0007839202880859375,0.25
846737.0,dbr:Bill_Bradley,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.0,0.0005009174346923828,0.25
846737.0,dbr:Bill_Bradley,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.0,0.0004639625549316406,0.25
851870.0,dbr:Bill_Russell,599,dbo:team,917821.0,dbr:Boston_Celtics,1,0.0015600624024961,0.0006399154663085938,0.2502926257697341
851870.0,dbr:Bill_Russell,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.0,0.0012660026550292969,0.2499024580767553
851870.0,dbr:Bill_Russell,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,0.0,0.0004630088806152344,0.2499024580767553
851870.0,dbr:Bill_Russell,599,dbo:team,2364618.0,dbr:Houston_Rockets,0,0.0,0.00046706199645996094,0.2499024580767553
890343.0,dbr:Bob_Pettit,599,dbo:team,685564.0,dbr:Atlanta_Hawks,1,0.0013297872340425532,0.0007760524749755859,0.2502494179878425
890343.0,dbr:Bob_Pettit,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.0,0.0005710124969482422,0.2499168606707192
890343.0,dbr:Bob_Pettit,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.0,0.0004971027374267578,0.2499168606707192
890343.0,dbr:Bob_Pettit,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.0,0.0009400844573974609,0.2499168606707192
1029025.0,dbr:Calvin_Murphy,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,0.0020242914979757085,0.0005929470062255859,0.25037974670570157
1029025.0,dbr:Calvin_Murphy,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.0,0.0004570484161376953,0.24987341776476613
1029025.0,dbr:Calvin_Murphy,599,dbo:team,5452049.0,dbr:Washington_Wizards,0,0.0,0.0004858970642089844,0.24987341776476613
1029025.0,dbr:Calvin_Murphy,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.0,0.0006580352783203125,0.24987341776476613
1397869.0,dbr:Darrell_Griffith,599,dbo:team,5305646.0,dbr:Utah_Jazz,1,0.002531645569620253,0.0004870891571044922,0.2504749839133437
1397869.0,dbr:Darrell_Griffith,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.0,0.0006349086761474609,0.2498416720288854
1397869.0,dbr:Darrell_Griffith,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.0,0.0005099773406982422,0.2498416720288854
1397869.0,dbr:Darrell_Griffith,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,0.0,0.0006611347198486328,0.2498416720288854
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,1,0.0022026431718061676,0.00045108795166015625,0.2504132229733365
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,3782014.0,dbr:New_York_Knicks,0,0.0,0.0006310939788818359,0.24986225900888784
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.0,0.0004849433898925781,0.24986225900888784
