sid,sub,pid,pred,oid,obj,class,score,time,softmaxscore
392035.0,dbr:Al_Attles,599,dbo:team,2115741.0,dbr:Golden_State_Warriors,1,0.00568399716916111,23.226272106170654,0.2500600027005341
392035.0,dbr:Al_Attles,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,0.005702988287377182,19.6480131149292,0.2500647516647004
392035.0,dbr:Al_Attles,599,dbo:team,917821.0,dbr:Boston_Celtics,0,0.004953752869766769,17.420021057128906,0.24987746446591974
392035.0,dbr:Al_Attles,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.005435139801007087,16.50212001800537,0.24999778116884586
482030.0,dbr:Allen_Leavell,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,0.0117859979591806,19.344163179397583,0.25043626970415644
482030.0,dbr:Allen_Leavell,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,0.009684487754809738,19.260831832885742,0.24991052794715027
482030.0,dbr:Allen_Leavell,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.009421342192874686,19.159538984298706,0.2498447737526818
482030.0,dbr:Allen_Leavell,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.009275860660629125,19.566431999206543,0.24980842859601135
494082.0,dbr:Alvan_Adams,599,dbo:team,4119746.0,dbr:Phoenix_Suns,1,0.006405829054118129,19.27502989768982,0.2501945228872586
494082.0,dbr:Alvan_Adams,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,0.005676550711996464,19.712898015975952,0.25001212795681954
494082.0,dbr:Alvan_Adams,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.005039275771742953,21.481448888778687,0.249852852249512
494082.0,dbr:Alvan_Adams,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.005389999357578338,16.266454935073853,0.24994049690640996
846737.0,dbr:Bill_Bradley,599,dbo:team,3782014.0,dbr:New_York_Knicks,1,0.0022635089160122656,16.53463888168335,0.24996283699995442
846737.0,dbr:Bill_Bradley,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,0.0024206306388112604,18.917224168777466,0.25000211467714695
846737.0,dbr:Bill_Bradley,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.0021873611088095205,17.624324798583984,0.2499438036027196
846737.0,dbr:Bill_Bradley,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.002777084258125038,19.97343683242798,0.2500912447201792
851870.0,dbr:Bill_Russell,599,dbo:team,917821.0,dbr:Boston_Celtics,1,0.005661075741482383,16.932389974594116,0.25023255693022756
851870.0,dbr:Bill_Russell,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.0039922999280911685,18.50312089920044,0.24981532312316868
851870.0,dbr:Bill_Russell,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,0.00474370773660282,19.67662477493286,0.25000310684989313
851870.0,dbr:Bill_Russell,599,dbo:team,2364618.0,dbr:Houston_Rockets,0,0.004527312000949432,16.103009939193726,0.24994901309671058
890343.0,dbr:Bob_Pettit,599,dbo:team,685564.0,dbr:Atlanta_Hawks,1,0.006864233917036418,22.564409971237183,0.2503394546201448
890343.0,dbr:Bob_Pettit,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.005113260640677775,21.494200944900513,0.2499015004599959
890343.0,dbr:Bob_Pettit,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.005175551952585005,16.24622392654419,0.24991706763715205
890343.0,dbr:Bob_Pettit,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.004875045715537286,19.328528881072998,0.24984197728270743
1029025.0,dbr:Calvin_Murphy,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,0.007085001888221236,19.259539127349854,0.2503671342747154
1029025.0,dbr:Calvin_Murphy,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.005238232302336469,16.22147297859192,0.2499051905489338
1029025.0,dbr:Calvin_Murphy,599,dbo:team,5452049.0,dbr:Washington_Wizards,0,0.004932460269574923,16.043660163879395,0.24982878821226617
1029025.0,dbr:Calvin_Murphy,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.005213008078953779,18.791712999343872,0.24989888696408472
1397869.0,dbr:Darrell_Griffith,599,dbo:team,5305646.0,dbr:Utah_Jazz,1,0.006615177199201539,18.094435930252075,0.25028712152908356
1397869.0,dbr:Darrell_Griffith,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.004884744696788521,16.226855039596558,0.24985439107245822
1397869.0,dbr:Darrell_Griffith,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.005231545118475567,19.59820318222046,0.24994105570743988
1397869.0,dbr:Darrell_Griffith,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,0.005137022300378946,15.97784686088562,0.24991743169101824
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,1,0.007781779475313048,16.428664922714233,0.2505491474847581
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,3782014.0,dbr:New_York_Knicks,0,0.004798183442220739,20.372052907943726,0.24980272410885165
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.0048873114635437425,20.365145921707153,0.24982498952359403
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.004879903687180089,18.32715392112732,0.24982313888279614
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,1357357.0,dbr:Dallas_Mavericks,1,0.007230107926987055,19.700942993164062,0.2503175683933016
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.004759403212220328,20.310822010040283,0.24969987098505445
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,0.005660535745890579,18.544058084487915,0.24992498507603444
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,0.006190916135632159,16.326642990112305,0.25005757554560953
1670176.0,dbr:Elgin_Baylor,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,1,0.005994848530285772,16.108791828155518,0.2502609941823968
1670176.0,dbr:Elgin_Baylor,599,dbo:team,5305646.0,dbr:Utah_Jazz,0,0.004138163910331604,16.309118032455444,0.2497967695362635
1670176.0,dbr:Elgin_Baylor,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,0.005110317478480511,20.947247982025146,0.2500397284346256
1670176.0,dbr:Elgin_Baylor,599,dbo:team,3782014.0,dbr:New_York_Knicks,0,0.004561371694751925,22.88360595703125,0.24990250784671414
1940481.0,dbr:Fred_Brown_(basketball),599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,1,0.005626526768170514,19.906111001968384,0.2501112353277722
1940481.0,dbr:Fred_Brown_(basketball),599,dbo:team,4110464.0,dbr:Philadelphia_76ers,0,0.004783644716293964,16.167460203170776,0.2499005098773675
1940481.0,dbr:Fred_Brown_(basketball),599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.0053879650551129,16.185770988464355,0.2500515754795781
1940481.0,dbr:Fred_Brown_(basketball),599,dbo:team,3782014.0,dbr:New_York_Knicks,0,0.0049283695937535985,16.049211978912354,0.24993667931528224
2486139.0,dbr:Isiah_Thomas,599,dbo:team,1487110.0,dbr:Detroit_Pistons,1,0.006442896403663191,16.11638879776001,0.25030417709792524
