sid,sub,pid,pred,oid,obj,class,score,time,softmaxscore
392035.0,dbr:Al_Attles,599,dbo:team,2115741.0,dbr:Golden_State_Warriors,1,4788,0.09701800346374512,
392035.0,dbr:Al_Attles,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,3416,0.0005471706390380859,
392035.0,dbr:Al_Attles,599,dbo:team,917821.0,dbr:Boston_Celtics,0,4438,0.0005948543548583984,
392035.0,dbr:Al_Attles,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,4130,0.0005619525909423828,
482030.0,dbr:Allen_Leavell,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,3904,0.0005409717559814453,
482030.0,dbr:Allen_Leavell,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,5280,0.0005791187286376953,
482030.0,dbr:Allen_Leavell,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,4208,0.0006811618804931641,
482030.0,dbr:Allen_Leavell,599,dbo:team,3516612.0,dbr:Miami_Heat,0,2384,0.0005278587341308594,
494082.0,dbr:Alvan_Adams,599,dbo:team,4119746.0,dbr:Phoenix_Suns,1,4392,0.0006058216094970703,
494082.0,dbr:Alvan_Adams,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,3564,0.0005309581756591797,
494082.0,dbr:Alvan_Adams,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,4734,0.0004279613494873047,
494082.0,dbr:Alvan_Adams,599,dbo:team,3516612.0,dbr:Miami_Heat,0,2682,0.0003521442413330078,
846737.0,dbr:Bill_Bradley,599,dbo:team,3782014.0,dbr:New_York_Knicks,1,10448,0.0004799365997314453,
846737.0,dbr:Bill_Bradley,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,11040,0.0005891323089599609,
846737.0,dbr:Bill_Bradley,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,6064,0.0005338191986083984,
846737.0,dbr:Bill_Bradley,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,7184,0.0005459785461425781,
851870.0,dbr:Bill_Russell,599,dbo:team,917821.0,dbr:Boston_Celtics,1,5072,0.0004558563232421875,
851870.0,dbr:Bill_Russell,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,3032,0.0004050731658935547,
851870.0,dbr:Bill_Russell,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,3904,0.0005660057067871094,
851870.0,dbr:Bill_Russell,599,dbo:team,2364618.0,dbr:Houston_Rockets,0,3904,0.0006251335144042969,
890343.0,dbr:Bob_Pettit,599,dbo:team,685564.0,dbr:Atlanta_Hawks,1,5222,0.0006010532379150391,
890343.0,dbr:Bob_Pettit,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,2653,0.0003559589385986328,
890343.0,dbr:Bob_Pettit,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,3682,0.00034880638122558594,
890343.0,dbr:Bob_Pettit,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,4130,0.0003647804260253906,
1029025.0,dbr:Calvin_Murphy,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,3416,0.00034308433532714844,
1029025.0,dbr:Calvin_Murphy,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,3143,0.0004620552062988281,
1029025.0,dbr:Calvin_Murphy,599,dbo:team,5452049.0,dbr:Washington_Wizards,0,4074,0.0003390312194824219,
1029025.0,dbr:Calvin_Murphy,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,4130,0.00034999847412109375,
1397869.0,dbr:Darrell_Griffith,599,dbo:team,5305646.0,dbr:Utah_Jazz,1,2723,0.0003120899200439453,
1397869.0,dbr:Darrell_Griffith,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,3143,0.00032401084899902344,
1397869.0,dbr:Darrell_Griffith,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,4130,0.0004661083221435547,
1397869.0,dbr:Darrell_Griffith,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,4830,0.00035190582275390625,
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,1,2694,0.0003249645233154297,
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,3782014.0,dbr:New_York_Knicks,0,3918,0.0003459453582763672,
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,3156,0.0004551410675048828,
1431155.0,dbr:David_Robinson_(basketball),599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,2274,0.0003170967102050781,
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,1357357.0,dbr:Dallas_Mavericks,1,4422,0.0004978179931640625,
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,5786,0.0004401206970214844,
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,4356,0.00032901763916015625,
1522148.0,dbr:Dirk_Nowitzki,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,7260,0.0003299713134765625,
1670176.0,dbr:Elgin_Baylor,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,1,4720,0.0005009174346923828,
1670176.0,dbr:Elgin_Baylor,599,dbo:team,5305646.0,dbr:Utah_Jazz,0,3112,0.0003380775451660156,
1670176.0,dbr:Elgin_Baylor,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,5280,0.0003349781036376953,
