sid,sub,pid,pred,oid,obj,class,score,time,softmaxscore
392035.0,dbr:Al_Attles,599,dbo:team,2115741.0,dbr:Golden_State_Warriors,1,0.12750000000000003,2.468134880065918,0.26793566867014124
392035.0,dbr:Al_Attles,599,dbo:team,4119746.0,dbr:Phoenix_Suns,0,0.028125000000000008,2.3263330459594727,0.2425897898869594
392035.0,dbr:Al_Attles,599,dbo:team,917821.0,dbr:Boston_Celtics,0,0.038250000000000006,2.3740830421447754,0.2450584882048225
392035.0,dbr:Al_Attles,599,dbo:team,3218267.0,dbr:Los_Angeles_Lakers,0,0.03562500000000001,2.003801107406616,0.24441605323807686
482030.0,dbr:Allen_Leavell,599,dbo:team,2364618.0,dbr:Houston_Rockets,1,0.08487500000000002,1.0653619766235352,0.26217676346034047
482030.0,dbr:Allen_Leavell,599,dbo:team,1487110.0,dbr:Detroit_Pistons,0,0.028125000000000008,1.0472099781036377,0.2477125362840467
482030.0,dbr:Allen_Leavell,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.024750000000000005,0.7249710559844971,0.2468779156885803
482030.0,dbr:Allen_Leavell,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.009875000000000002,1.1033530235290527,0.2432327845670326
494082.0,dbr:Alvan_Adams,599,dbo:team,4119746.0,dbr:Phoenix_Suns,1,0.11000000000000003,2.371495008468628,0.26382841059122303
494082.0,dbr:Alvan_Adams,599,dbo:team,2450828.0,dbr:Indiana_Pacers,0,0.03200000000000001,2.41186785697937,0.244031894508404
494082.0,dbr:Alvan_Adams,599,dbo:team,1156689.0,dbr:Chicago_Bulls,0,0.056250000000000015,2.4363059997558594,0.2500220044900497
494082.0,dbr:Alvan_Adams,599,dbo:team,3516612.0,dbr:Miami_Heat,0,0.024125000000000004,2.3208680152893066,0.24211769041032327
846737.0,dbr:Bill_Bradley,599,dbo:team,3782014.0,dbr:New_York_Knicks,1,0.020625000000000004,2.393028974533081,0.25070970898156925
846737.0,dbr:Bill_Bradley,599,dbo:team,4525720.0,dbr:Sacramento_Kings,0,0.023125000000000007,2.475480079650879,0.2513372673751619
846737.0,dbr:Bill_Bradley,599,dbo:team,4628461.0,dbr:Seattle_SuperSonics,0,0.014500000000000004,2.4482171535491943,0.2491788051929744
846737.0,dbr:Bill_Bradley,599,dbo:team,4567127.0,dbr:San_Antonio_Spurs,0,0.012875000000000003,2.3730530738830566,0.24877421845029443
